timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
7.21426E+12,-0.22485352,0.041290283,9.678741,9.31E-04,-0.003234863,-0.004165649,-17.149353,22.502136,-47.981262
7.21427E+12,-0.20413208,0.049850464,9.649872,9.31E-04,-0.002716065,-0.004089356,-17.149353,22.502136,-47.981262
7.21427E+12,-0.22885132,0.040100098,9.636536,9.31E-04,-0.002166748,-0.005187988,-17.149353,22.502136,-47.981262
7.21428E+12,-0.24223328,0.0415802,9.641785,9.31E-04,-0.003341675,-0.005111694,-17.149353,22.502136,-47.981262
7.21428E+12,-0.23979187,0.06367493,9.629791,0.002120972,-0.003707886,-0.003433228,-16.947937,21.77124,-48.306274
7.21429E+12,-0.24739075,0.045654297,9.615112,0.003067017,-0.003234863,-0.001907349,-16.947937,21.77124,-48.306274
7.21429E+12,-0.2504425,0.04258728,9.638168,0.002441406,-0.003860474,-8.09E-04,-16.947937,21.77124,-48.306274
7.2143E+12,-0.22071838,0.05203247,9.660904,0.003356934,-0.003631592,-0.001037598,-16.947937,21.77124,-48.306274
7.2143E+12,-0.21594238,0.01461792,9.686096,0.004837036,-0.003952026,-0.001434326,-16.947937,21.77124,-48.306274
7.21431E+12,-0.24649048,0.032669067,9.679794,0.00592041,-6.56E-04,-0.002883911,-16.947937,21.77124,-48.306274
7.21431E+12,-0.28614807,0.044021606,9.593292,0.010040283,0.005569458,-0.002807617,-16.947937,21.77124,-48.306274
7.21432E+12,-0.2769165,0.09698486,9.737213,0.013793945,0.01399231,-0.00177002,-16.947937,21.77124,-48.306274
7.21432E+12,-0.13552856,0.03668213,9.660675,0.014816284,0.017059326,-0.002212524,-17.182922,21.77124,-48.077393
7.21433E+12,-0.15846252,0.0463562,9.559448,0.012313843,0.014556885,-8.39E-04,-17.182922,21.77124,-48.077393
7.21433E+12,-0.2522583,0.07209778,9.6072235,0.010742188,0.013854981,-0.001220703,-17.182922,21.77124,-48.077393
7.21434E+12,-0.23258972,0.10803223,9.660736,0.008773804,0.011199951,-0.001434326,-17.182922,21.77124,-48.077393
7.21434E+12,-0.22019958,0.08502197,9.704681,0.003890991,0.007034302,-0.001434326,-17.29126,21.77124,-47.972107
7.21435E+12,-0.24835205,0.057128906,9.702774,0.002197266,0.005508423,-0.002288818,-17.29126,21.77124,-47.972107
7.21435E+12,-0.22389221,0.09790039,9.594849,0.003890991,0.008148193,-0.001541138,-17.29126,21.77124,-47.972107
7.21436E+12,-0.19650269,0.07055664,9.625214,0.006072998,0.009475708,-4.58E-04,-17.29126,21.77124,-47.972107
7.21436E+12,-0.22253418,0.06639099,9.634491,0.005249023,0.00553894,-3.66E-04,-16.415405,20.892334,-47.114563
7.21437E+12,-0.22595215,0.071014404,9.585388,0.005203247,0.005310059,-0.002410889,-16.415405,20.892334,-47.114563
7.21437E+12,-0.23934937,0.06437683,9.624908,9.77E-04,0.004241943,-0.003555298,-16.415405,20.892334,-47.114563
7.21438E+12,-0.23512268,0.070251465,9.581253,9.31E-04,0.002227783,-0.003570557,-15.83252,21.859741,-47.554016
7.21438E+12,-0.22132874,0.045410156,9.689606,9.61E-04,-3.05E-05,-0.002426148,-15.83252,21.859741,-47.554016
7.21439E+12,-0.18351746,0.05229187,9.610565,0.001937866,1.53E-05,-4.12E-04,-15.83252,21.859741,-47.554016
7.21439E+12,-0.19291687,0.02796936,9.610718,9.31E-04,0.001037598,-0.001434326,-15.83252,21.859741,-47.554016
7.2144E+12,-0.2337799,0.029006958,9.64502,8.09E-04,0.001037598,-0.001312256,-15.74707,22.285461,-47.80426
7.2144E+12,-0.22102356,0.05470276,9.621658,-1.37E-04,0.001159668,-2.29E-04,-15.74707,22.285461,-47.80426
7.21441E+12,-0.21800232,0.08161926,9.664673,-1.37E-04,0.002182007,6.26E-04,-15.74707,22.285461,-47.80426
7.21441E+12,-0.21502686,0.0625,9.565613,-1.37E-04,0.003173828,-5.49E-04,-15.74707,22.285461,-47.80426
7.21442E+12,-0.2188263,0.048858643,9.652481,6.10E-05,0.002746582,-0.001220703,-15.74707,21.736145,-48.339844
7.21442E+12,-0.22575378,0.04067993,9.662979,0.001159668,7.93E-04,-3.66E-04,-15.74707,21.736145,-48.339844
7.21443E+12,-0.2373352,0.094314575,9.594803,0.001739502,2.14E-04,-6.10E-04,-15.74707,21.736145,-48.339844
7.21443E+12,-0.21755981,0.067718506,9.62442,9.31E-04,0.001296997,-0.001434326,-15.74707,21.736145,-48.339844
7.21444E+12,-0.24916077,0.06578064,9.609726,9.31E-04,0.001846314,-0.001174927,-16.877747,21.598816,-47.37091
7.21444E+12,-0.24023438,0.07650757,9.670288,5.80E-04,3.51E-04,-3.66E-04,-16.877747,21.598816,-47.37091
7.21445E+12,-0.2372284,0.06869507,9.637558,-1.37E-04,-0.001098633,-0.001083374,-16.877747,21.598816,-47.37091
7.21446E+12,-0.24389648,0.06712341,9.629089,-1.37E-04,-0.001098633,-0.002502441,-16.877747,21.598816,-47.37091
7.21446E+12,-0.24263,0.053848267,9.611511,2.59E-04,-0.00151062,-0.002090454,-17.120361,21.598816,-47.1344
7.21447E+12,-0.2252655,0.072387695,9.61026,0.001327515,-0.00177002,-0.001022339,-17.120361,21.598816,-47.1344
